locus_tag	ftype	length_bp	gene	EC_number	COG	product
JS511_00566	gene	300				
JS511_00566	CDS	300				hypothetical protein
JS511_00567	gene	249				
JS511_00567	CDS	249				hypothetical protein
JS511_00568	gene	942				
JS511_00568	CDS	942				hypothetical protein
JS511_00569	gene	822	recE_1			
JS511_00569	CDS	822	recE_1	3.1.11.-		Exodeoxyribonuclease 8
JS511_00570	gene	300				
JS511_00570	CDS	300				hypothetical protein
JS511_00571	gene	153				
JS511_00571	CDS	153				hypothetical protein
JS511_00572	gene	585				
JS511_00572	CDS	585				hypothetical protein
JS511_00573	gene	231				
JS511_00573	CDS	231				hypothetical protein
JS511_00574	gene	201				
JS511_00574	CDS	201				hypothetical protein
JS511_00575	gene	816	dnaT_1			
JS511_00575	CDS	816	dnaT_1			Primosomal protein 1
JS511_00576	gene	786				
JS511_00576	CDS	786				hypothetical protein
JS511_00577	gene	345				
JS511_00577	CDS	345				hypothetical protein
JS511_00578	gene	477				
JS511_00578	CDS	477				hypothetical protein
JS511_00579	gene	678				
JS511_00579	CDS	678				hypothetical protein
JS511_00580	gene	1158	intS_1			
JS511_00580	CDS	1158	intS_1		COG0582	Prophage integrase IntS
JS511_00581	gene	318				
JS511_00581	CDS	318				hypothetical protein
JS511_00582	gene	243				
JS511_00582	CDS	243				hypothetical protein
JS511_00583	gene	162				
JS511_00583	CDS	162				hypothetical protein
JS511_00584	gene	1440				
JS511_00584	CDS	1440				hypothetical protein
JS511_00585	gene	969				
JS511_00585	CDS	969				hypothetical protein
JS511_00586	gene	396				
JS511_00586	CDS	396				hypothetical protein
JS511_00587	gene	2004				
JS511_00587	CDS	2004				hypothetical protein
JS511_00588	gene	1416				
JS511_00588	CDS	1416				hypothetical protein
JS511_00589	gene	693				
JS511_00589	CDS	693				hypothetical protein
JS511_00590	gene	456				
JS511_00590	CDS	456				hypothetical protein
JS511_00591	gene	702				
JS511_00591	CDS	702				hypothetical protein
JS511_00592	gene	1419				
JS511_00592	CDS	1419				hypothetical protein
JS511_00593	gene	462				
JS511_00593	CDS	462				hypothetical protein
JS511_00594	gene	189				
JS511_00594	CDS	189				hypothetical protein
JS511_00595	gene	1254				
JS511_00595	CDS	1254				hypothetical protein
JS511_00596	gene	894				
JS511_00596	CDS	894				hypothetical protein
JS511_00597	gene	2199				
JS511_00597	CDS	2199				hypothetical protein
JS511_00598	gene	1416				
JS511_00598	CDS	1416			COG1783	putative protein
JS511_00599	gene	423				
JS511_00599	CDS	423				hypothetical protein
JS511_00600	gene	180				
JS511_00600	CDS	180				hypothetical protein
JS511_00601	gene	288				
JS511_00601	CDS	288				hypothetical protein
JS511_00602	gene	243				
JS511_00602	CDS	243				hypothetical protein
JS511_00603	gene	486				
JS511_00603	CDS	486				hypothetical protein
JS511_00604	gene	459				
JS511_00604	CDS	459				hypothetical protein
JS511_00605	gene	477				
JS511_00605	CDS	477				hypothetical protein
JS511_00606	gene	324				
JS511_00606	CDS	324				hypothetical protein
JS511_00607	gene	624				
JS511_00607	CDS	624				hypothetical protein
JS511_00608	gene	189				
JS511_00608	CDS	189				hypothetical protein
JS511_00609	gene	363	rusA_1			
JS511_00609	CDS	363	rusA_1	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
JS511_00610	gene	291	ybcO_1			
JS511_00610	CDS	291	ybcO_1	3.1.-.-		Putative nuclease YbcO
JS511_00611	gene	723				
JS511_00611	CDS	723				hypothetical protein
JS511_00612	gene	171				
JS511_00612	CDS	171				hypothetical protein
JS511_00613	gene	411				
JS511_00613	CDS	411				hypothetical protein
JS511_00614	gene	186				
JS511_00614	CDS	186				hypothetical protein
JS511_00615	gene	276				
JS511_00615	CDS	276				hypothetical protein
JS511_00616	gene	207				
JS511_00616	CDS	207				hypothetical protein
JS511_00617	gene	291				
JS511_00617	CDS	291				hypothetical protein
JS511_00618	gene	894				
JS511_00618	CDS	894				hypothetical protein
JS511_00619	gene	846				
JS511_00619	CDS	846				hypothetical protein
JS511_00620	gene	294				
JS511_00620	CDS	294				hypothetical protein
JS511_00621	gene	195				
JS511_00621	CDS	195				hypothetical protein
JS511_00622	gene	717				
JS511_00622	CDS	717			COG1974	putative HTH-type transcriptional regulator
JS511_00623	gene	369				
JS511_00623	CDS	369				hypothetical protein
JS511_00624	gene	120				
JS511_00624	CDS	120				hypothetical protein
JS511_00625	gene	306				
JS511_00625	CDS	306				hypothetical protein
JS511_00626	gene	267				
JS511_00626	CDS	267				hypothetical protein
JS511_00627	gene	105				
JS511_00627	CDS	105				hypothetical protein
JS511_00628	gene	297				
JS511_00628	CDS	297				hypothetical protein
JS511_00629	gene	189				
JS511_00629	CDS	189				hypothetical protein
JS511_00630	gene	969				
JS511_00630	CDS	969				hypothetical protein
JS511_00631	gene	132				
JS511_00631	CDS	132				hypothetical protein
JS511_00632	gene	153				
JS511_00632	CDS	153				hypothetical protein
JS511_00633	gene	108				
JS511_00633	CDS	108				hypothetical protein
JS511_00634	gene	309				
JS511_00634	CDS	309				hypothetical protein
JS511_00635	gene	903				
JS511_00635	CDS	903				hypothetical protein
JS511_00636	gene	483				
JS511_00636	CDS	483				hypothetical protein
JS511_00637	gene	282				
JS511_00637	CDS	282				hypothetical protein
JS511_00638	gene	168				
JS511_00638	CDS	168				hypothetical protein
JS511_00639	gene	255				
JS511_00639	CDS	255				hypothetical protein
JS511_00640	gene	693				
JS511_00640	CDS	693				hypothetical protein
JS511_00641	gene	756				
JS511_00641	CDS	756				hypothetical protein
JS511_00642	gene	660				
JS511_00642	CDS	660				hypothetical protein
JS511_00643	gene	123				
JS511_00643	CDS	123				hypothetical protein
JS511_00644	gene	339				
JS511_00644	CDS	339				hypothetical protein
JS511_00645	gene	630				
JS511_00645	CDS	630				hypothetical protein
JS511_00646	gene	1470				
JS511_00646	CDS	1470				hypothetical protein
JS511_00647	gene	891				
JS511_00647	CDS	891				hypothetical protein
JS511_00648	gene	77				
JS511_00648	tRNA	77				tRNA-Arg(tct)
JS511_00649	gene	207				
JS511_00649	CDS	207				hypothetical protein
JS511_00650	gene	1680				
JS511_00650	CDS	1680				hypothetical protein
JS511_00651	gene	297				
JS511_00651	CDS	297				hypothetical protein
JS511_00652	gene	696				
JS511_00652	CDS	696				hypothetical protein
JS511_00653	gene	987				
JS511_00653	CDS	987				hypothetical protein
JS511_00654	gene	438				
JS511_00654	CDS	438				hypothetical protein
JS511_00655	gene	336				
JS511_00655	CDS	336				hypothetical protein
JS511_00656	gene	324				
JS511_00656	CDS	324				hypothetical protein
JS511_00657	gene	606				
JS511_00657	CDS	606				hypothetical protein
JS511_00658	gene	2472				
JS511_00658	CDS	2472				hypothetical protein
JS511_00659	gene	465				
JS511_00659	CDS	465				hypothetical protein
JS511_00660	gene	546				
JS511_00660	CDS	546				hypothetical protein
JS511_00661	gene	2514				
JS511_00661	CDS	2514				hypothetical protein
JS511_00662	gene	1803				
JS511_00662	CDS	1803				hypothetical protein
JS511_00663	gene	2475				
JS511_00663	CDS	2475				hypothetical protein
JS511_00664	gene	297				
JS511_00664	CDS	297				hypothetical protein
JS511_00665	gene	162				
JS511_00665	CDS	162				hypothetical protein
JS511_00666	gene	513				
JS511_00666	CDS	513				hypothetical protein
JS511_00667	gene	327				
JS511_00667	CDS	327				hypothetical protein
JS511_00668	gene	693				
JS511_00668	CDS	693				hypothetical protein
JS511_00669	gene	132				
JS511_00669	CDS	132				hypothetical protein
JS511_00670	gene	258				
JS511_00670	CDS	258				hypothetical protein
JS511_00671	gene	2607				
JS511_00671	CDS	2607				hypothetical protein
JS511_00672	gene	405				
JS511_00672	CDS	405				hypothetical protein
JS511_00673	gene	309				
JS511_00673	CDS	309				hypothetical protein
JS511_00674	gene	630				
JS511_00674	CDS	630				hypothetical protein
JS511_00675	gene	498				
JS511_00675	CDS	498				hypothetical protein
JS511_00676	gene	540				
JS511_00676	CDS	540				hypothetical protein
JS511_00677	gene	516				
JS511_00677	CDS	516				hypothetical protein
JS511_00678	gene	174	yfgG			
JS511_00678	CDS	174	yfgG			Protein YfgG
JS511_00679	gene	153				
JS511_00679	CDS	153				hypothetical protein
JS511_00680	gene	2244	pdeF			
JS511_00680	CDS	2244	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
JS511_00681	gene	1542	ppx			
JS511_00681	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
JS511_00682	gene	2067	ppk			
JS511_00682	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
JS511_00683	gene	639	purN			
JS511_00683	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
JS511_00684	gene	1038	purM			
JS511_00684	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
JS511_00685	gene	627	upp			
JS511_00685	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
JS511_00686	gene	1290	uraA			
JS511_00686	CDS	1290	uraA		COG2233	Uracil permease
JS511_00687	gene	747	hda			
JS511_00687	CDS	747	hda		COG0593	DnaA regulatory inactivator Hda
JS511_00688	gene	360	yfgD			
JS511_00688	CDS	360	yfgD		COG1393	putative protein YfgD
JS511_00689	gene	1464	bepA_1			
JS511_00689	CDS	1464	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
JS511_00690	gene	1062	yhhT_1			
JS511_00690	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
JS511_00691	gene	849	focB			
JS511_00691	CDS	849	focB		COG2116	putative formate transporter 2
JS511_00692	gene	2013	hyfR			
JS511_00692	CDS	2013	hyfR		COG3604	DNA-binding transcriptional activator HyfR
JS511_00693	gene	414				
JS511_00693	CDS	414				hypothetical protein
JS511_00694	gene	759	hycG_2			
JS511_00694	CDS	759	hycG_2		COG3260	Formate hydrogenlyase subunit 7
JS511_00695	gene	546	ndhI_2			
JS511_00695	CDS	546	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
JS511_00696	gene	1716	hyfG			
JS511_00696	CDS	1716	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
JS511_00697	gene	1581	ndhB_2			
JS511_00697	CDS	1581	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
JS511_00698	gene	651	hyfE			
JS511_00698	CDS	651	hyfE	1.-.-.-	COG4237	Hydrogenase-4 component E
JS511_00699	gene	1440	nuoL_1			
JS511_00699	CDS	1440	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
JS511_00700	gene	948	hyfC			
JS511_00700	CDS	948	hyfC	1.-.-.-	COG0650	Hydrogenase-4 component C
JS511_00701	gene	2019	hyfB			
JS511_00701	CDS	2019	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
JS511_00702	gene	618	hyfA_3			
JS511_00702	CDS	618	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
JS511_00703	gene	471	bcp			
JS511_00703	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
JS511_00704	gene	573	gcvR			
JS511_00704	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
JS511_00705	gene	879	dapA			
JS511_00705	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JS511_00706	gene	1035	bamC			
JS511_00706	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
JS511_00707	gene	231				
JS511_00707	CDS	231				hypothetical protein
JS511_00708	gene	714	purC			
JS511_00708	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
JS511_00709	gene	864				
JS511_00709	CDS	864			COG2321	putative protein
JS511_00710	gene	2016	tmcA			
JS511_00710	CDS	2016	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
JS511_00711	gene	699				
JS511_00711	CDS	699				hypothetical protein
JS511_00712	gene	201				
JS511_00712	CDS	201				hypothetical protein
JS511_00713	gene	1128	dapE			
JS511_00713	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
JS511_00714	gene	357	yffB			
JS511_00714	CDS	357	yffB		COG1393	Protein YffB
JS511_00715	gene	3114	acrB_1			
JS511_00715	CDS	3114	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
JS511_00716	gene	1701	narQ			
JS511_00716	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
JS511_00717	gene	1980				
JS511_00717	CDS	1980		1.18.1.2		Ferredoxin--NADP reductase
JS511_00718	gene	576	nudK			
JS511_00718	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
JS511_00719	gene	1044				
JS511_00719	CDS	1044				hypothetical protein
JS511_00720	gene	2004	tktB			
JS511_00720	CDS	2004	tktB	2.2.1.1	COG0021	Transketolase 2
JS511_00721	gene	951	tal			
JS511_00721	CDS	951	tal	2.2.1.2		Transaldolase
JS511_00722	gene	2280	maeB			
JS511_00722	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
JS511_00723	gene	336	eutS			
JS511_00723	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
JS511_00724	gene	480	pduV			
JS511_00724	CDS	480	pduV		COG4917	Propanediol utilization protein PduV
JS511_00725	gene	702	eutQ			
JS511_00725	CDS	702	eutQ		COG4766	Ethanolamine utilization protein EutQ
JS511_00726	gene	804				
JS511_00726	CDS	804				hypothetical protein
JS511_00727	gene	1017	eutD			
JS511_00727	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
JS511_00728	gene	336	eutM			
JS511_00728	CDS	336	eutM		COG4577	Ethanolamine utilization protein EutM
JS511_00729	gene	288	eutN			
JS511_00729	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
JS511_00730	gene	1404	proA_1			
JS511_00730	CDS	1404	proA_1	1.2.1.41		Gamma-glutamyl phosphate reductase
JS511_00731	gene	837	ftsA_2			
JS511_00731	CDS	837	ftsA_2			Cell division protein FtsA
JS511_00732	gene	1188	mdh_1			
JS511_00732	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
JS511_00733	gene	1227				
JS511_00733	CDS	1227				hypothetical protein
JS511_00734	gene	1404				
JS511_00734	CDS	1404				hypothetical protein
JS511_00735	gene	1362	eutB			
JS511_00735	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
JS511_00736	gene	888	eutC			
JS511_00736	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
JS511_00737	gene	660	eutL			
JS511_00737	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
JS511_00738	gene	501	eutK			
JS511_00738	CDS	501	eutK		COG4577	Ethanolamine utilization protein EutK
JS511_00739	gene	1053				
JS511_00739	CDS	1053				hypothetical protein
JS511_00740	gene	900	hemF			
JS511_00740	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
JS511_00741	gene	870	amiA			
JS511_00741	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
JS511_00742	gene	426	ypeA			
JS511_00742	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
JS511_00743	gene	450	yfeZ			
JS511_00743	CDS	450	yfeZ			Inner membrane protein YfeZ
JS511_00744	gene	576	yfeY			
JS511_00744	CDS	576	yfeY			putative protein YfeY
JS511_00745	gene	900	yfeX			
JS511_00745	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
JS511_00746	gene	1302	yfeW			
JS511_00746	CDS	1302	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
JS511_00747	gene	1425	murP			
JS511_00747	CDS	1425	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
JS511_00748	gene	897	murQ			
JS511_00748	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
JS511_00749	gene	858	murR_2			
JS511_00749	CDS	858	murR_2		COG1737	HTH-type transcriptional regulator MurR
JS511_00750	gene	792	ucpA			
JS511_00750	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
JS511_00751	gene	1017	cysP			
JS511_00751	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
JS511_00752	gene	834	cysT			
JS511_00752	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
JS511_00753	gene	876	cysW			
JS511_00753	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
JS511_00754	gene	1098	cysA			
JS511_00754	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
JS511_00755	gene	912	cysM			
JS511_00755	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
JS511_00756	gene	369				
JS511_00756	CDS	369				hypothetical protein
JS511_00757	gene	852	pdxK			
JS511_00757	CDS	852	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
JS511_00758	gene	510	crr			
JS511_00758	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
JS511_00759	gene	1728	ptsI			
JS511_00759	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
JS511_00760	gene	258	ptsH			
JS511_00760	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
JS511_00761	gene	972	cysK			
JS511_00761	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
JS511_00762	gene	762	cysZ			
JS511_00762	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
JS511_00763	gene	999	zipA			
JS511_00763	CDS	999	zipA		COG3115	Cell division protein ZipA
JS511_00764	gene	2016	ligA			
JS511_00764	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
JS511_00765	gene	219				
JS511_00765	CDS	219				hypothetical protein
JS511_00766	gene	999				
JS511_00766	CDS	999				hypothetical protein
JS511_00767	gene	927	cynR_1			
JS511_00767	CDS	927	cynR_1			HTH-type transcriptional regulator CynR
JS511_00768	gene	765				
JS511_00768	CDS	765				hypothetical protein
JS511_00769	gene	834	xapA			
JS511_00769	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
JS511_00770	gene	1257	xapB			
JS511_00770	CDS	1257	xapB			Xanthosine permease
JS511_00771	gene	885	hcaR_2			
JS511_00771	CDS	885	hcaR_2			Hca operon transcriptional activator HcaR
JS511_00772	gene	76				
JS511_00772	tRNA	76				tRNA-Lys(ttt)
JS511_00773	gene	76				
JS511_00773	tRNA	76				tRNA-Val(tac)
JS511_00774	gene	76				
JS511_00774	tRNA	76				tRNA-Val(tac)
JS511_00775	gene	76				
JS511_00775	tRNA	76				tRNA-Val(tac)
JS511_00776	gene	1416	gltX			
JS511_00776	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
JS511_00777	gene	372				
JS511_00777	CDS	372				hypothetical protein
JS511_00778	gene	360				
JS511_00778	CDS	360				hypothetical protein
JS511_00779	gene	76				
JS511_00779	tRNA	76				tRNA-Ala(ggc)
JS511_00780	gene	76				
JS511_00780	tRNA	76				tRNA-Ala(tgc)
JS511_00781	gene	2190	pdeA			
JS511_00781	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
JS511_00782	gene	1203	nupC			
JS511_00782	CDS	1203	nupC		COG1972	Nucleoside permease NupC
JS511_00783	gene	1239	mntH			
JS511_00783	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
JS511_00784	gene	327				
JS511_00784	CDS	327				hypothetical protein
JS511_00785	gene	1257	yfeO			
JS511_00785	CDS	1257	yfeO			Putative ion-transport protein YfeO
JS511_00786	gene	966	glk			
JS511_00786	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
JS511_00787	gene	327	fryB_1			
JS511_00787	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
JS511_00788	gene	1248	fryC			
JS511_00788	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
JS511_00789	gene	1086	ypdF			
JS511_00789	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
JS511_00790	gene	1038	ypdE			
JS511_00790	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
JS511_00791	gene	2496	fryA_1			
JS511_00791	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
JS511_00792	gene	858	rhaR_2			
JS511_00792	CDS	858	rhaR_2			HTH-type transcriptional activator RhaR
JS511_00793	gene	735	ypdB			
JS511_00793	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
JS511_00794	gene	1698	ypdA			
JS511_00794	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
JS511_00795	gene	1239	alaC			
JS511_00795	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
JS511_00796	gene	921	lpxP			
JS511_00796	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
JS511_00797	gene	243				
JS511_00797	CDS	243				hypothetical protein
JS511_00798	gene	276				
JS511_00798	CDS	276				hypothetical protein
JS511_00799	gene	633	yfdX			
JS511_00799	CDS	633	yfdX			Protein YfdX
JS511_00800	gene	1251	frc			
JS511_00800	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
JS511_00801	gene	1695	oxc			
JS511_00801	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
JS511_00802	gene	945				
JS511_00802	CDS	945				hypothetical protein
JS511_00803	gene	1146	yfdE			
JS511_00803	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
JS511_00804	gene	3594	evgS			
JS511_00804	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
JS511_00805	gene	615	evgA			
JS511_00805	CDS	615	evgA			DNA-binding transcriptional activator EvgA
JS511_00806	gene	1164	emrK			
JS511_00806	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
JS511_00807	gene	1539	emrY			
JS511_00807	CDS	1539	emrY			putative multidrug resistance protein EmrY
JS511_00808	gene	1329	dsdA			
JS511_00808	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
JS511_00809	gene	219	dsdX			
JS511_00809	CDS	219	dsdX		COG2610	D-serine transporter DsdX
JS511_00810	gene	954	degA			
JS511_00810	CDS	954	degA		COG1609	HTH-type transcriptional regulator DegA
JS511_00811	gene	1434	sacA			
JS511_00811	CDS	1434	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
JS511_00812	gene	924	scrK			
JS511_00812	CDS	924	scrK	2.7.1.4	COG0524	Fructokinase
JS511_00813	gene	1248	cscB			
JS511_00813	CDS	1248	cscB			Sucrose permease
JS511_00814	gene	627	bin3			
JS511_00814	CDS	627	bin3			Putative transposon Tn552 DNA-invertase bin3
JS511_00815	gene	177				
JS511_00815	CDS	177				hypothetical protein
JS511_00816	gene	2328				
JS511_00816	CDS	2328				hypothetical protein
JS511_00817	gene	993				
JS511_00817	CDS	993				hypothetical protein
JS511_00818	gene	1053				
JS511_00818	CDS	1053				hypothetical protein
JS511_00819	gene	387				
JS511_00819	CDS	387				hypothetical protein
JS511_00820	gene	195				
JS511_00820	CDS	195				hypothetical protein
JS511_00821	gene	192				
JS511_00821	CDS	192				hypothetical protein
JS511_00822	gene	192				
JS511_00822	CDS	192				hypothetical protein
JS511_00823	gene	756				
JS511_00823	CDS	756				hypothetical protein
JS511_00824	gene	1287	intA_2			
JS511_00824	CDS	1287	intA_2		COG0582	Prophage integrase IntA
JS511_00825	gene	201	torI			
JS511_00825	CDS	201	torI			Response regulator inhibitor for tor operon
JS511_00826	gene	168				
JS511_00826	CDS	168				hypothetical protein
JS511_00827	gene	795				
JS511_00827	CDS	795				hypothetical protein
JS511_00828	gene	264				
JS511_00828	CDS	264				hypothetical protein
JS511_00829	gene	75				
JS511_00829	tRNA	75				tRNA-Arg(cct)
JS511_00830	gene	933	yfdC			
JS511_00830	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
JS511_00831	gene	756	mlaA			
JS511_00831	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
JS511_00832	gene	1248				
JS511_00832	CDS	1248				hypothetical protein
JS511_00833	gene	1341	fadL			
JS511_00833	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
JS511_00834	gene	285				
JS511_00834	CDS	285				hypothetical protein
JS511_00835	gene	1311	fadI			
JS511_00835	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
JS511_00836	gene	2145	fadJ			
JS511_00836	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
JS511_00837	gene	486	sixA			
JS511_00837	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
JS511_00838	gene	567	yfcV			
JS511_00838	CDS	567	yfcV			putative fimbrial-like protein YfcV
JS511_00839	gene	2640	papC_1			
JS511_00839	CDS	2640	papC_1		COG3188	Outer membrane usher protein PapC
JS511_00840	gene	750	yfcS			
JS511_00840	CDS	750	yfcS		COG3121	putative fimbrial chaperone YfcS
JS511_00841	gene	492	yfcR			
JS511_00841	CDS	492	yfcR			putative fimbrial-like protein YfcR
JS511_00842	gene	480	yfcQ			
JS511_00842	CDS	480	yfcQ			putative fimbrial-like protein YfcQ
JS511_00843	gene	546	yfcP			
JS511_00843	CDS	546	yfcP			putative fimbrial-like protein YfcP
JS511_00844	gene	864	yfcO			
JS511_00844	CDS	864	yfcO			putative protein YfcO
JS511_00845	gene	552	mutS2			
JS511_00845	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
JS511_00846	gene	933	prmB			
JS511_00846	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
JS511_00847	gene	1086	aroC			
JS511_00847	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
JS511_00848	gene	825	mepA			
JS511_00848	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
JS511_00849	gene	810	yfcA			
JS511_00849	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
JS511_00850	gene	549	epmC			
JS511_00850	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
JS511_00851	gene	279				
JS511_00851	CDS	279				hypothetical protein
JS511_00852	gene	2007	mnmC			
JS511_00852	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
JS511_00853	gene	1221	fabB			
JS511_00853	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
JS511_00854	gene	1179	yfcJ			
JS511_00854	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
JS511_00855	gene	996	flk			
JS511_00855	CDS	996	flk			Flagellar regulator flk
JS511_00856	gene	1137	pdxB			
JS511_00856	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
JS511_00857	gene	1014	usg			
JS511_00857	CDS	1014	usg		COG0136	USG-1 protein
JS511_00858	gene	813	truA			
JS511_00858	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
JS511_00859	gene	660	dedA			
JS511_00859	CDS	660	dedA		COG0586	Protein DedA
JS511_00860	gene	915	accD			
JS511_00860	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
JS511_00861	gene	1269	folC			
