locus_tag	ftype	length_bp	gene	EC_number	COG	product
JS526_00649	gene	231				
JS526_00649	CDS	231				hypothetical protein
JS526_00650	gene	714	purC			
JS526_00650	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
JS526_00651	gene	864				
JS526_00651	CDS	864			COG2321	putative protein
JS526_00652	gene	2016	tmcA			
JS526_00652	CDS	2016	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
JS526_00653	gene	699				
JS526_00653	CDS	699				hypothetical protein
JS526_00654	gene	201				
JS526_00654	CDS	201				hypothetical protein
JS526_00655	gene	1128	dapE			
JS526_00655	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
JS526_00656	gene	357	yffB			
JS526_00656	CDS	357	yffB		COG1393	Protein YffB
JS526_00657	gene	3114	acrB_1			
JS526_00657	CDS	3114	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
JS526_00658	gene	1701	narQ			
JS526_00658	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
JS526_00659	gene	1980				
JS526_00659	CDS	1980		1.18.1.2		Ferredoxin--NADP reductase
JS526_00660	gene	576	nudK			
JS526_00660	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
JS526_00661	gene	1044				
JS526_00661	CDS	1044				hypothetical protein
JS526_00662	gene	2004	tktB			
JS526_00662	CDS	2004	tktB	2.2.1.1	COG0021	Transketolase 2
JS526_00663	gene	951	tal			
JS526_00663	CDS	951	tal	2.2.1.2		Transaldolase
JS526_00664	gene	2280	maeB			
JS526_00664	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
JS526_00665	gene	336	eutS			
JS526_00665	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
JS526_00666	gene	480	pduV			
JS526_00666	CDS	480	pduV		COG4917	Propanediol utilization protein PduV
JS526_00667	gene	702	eutQ			
JS526_00667	CDS	702	eutQ		COG4766	Ethanolamine utilization protein EutQ
JS526_00668	gene	804				
JS526_00668	CDS	804				hypothetical protein
JS526_00669	gene	1017	eutD			
JS526_00669	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
JS526_00670	gene	336	eutM			
JS526_00670	CDS	336	eutM		COG4577	Ethanolamine utilization protein EutM
JS526_00671	gene	288	eutN			
JS526_00671	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
JS526_00672	gene	1404	proA_2			
JS526_00672	CDS	1404	proA_2	1.2.1.41		Gamma-glutamyl phosphate reductase
JS526_00673	gene	837	ftsA_2			
JS526_00673	CDS	837	ftsA_2			Cell division protein FtsA
JS526_00674	gene	1188	mdh_1			
JS526_00674	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
JS526_00675	gene	1227				
JS526_00675	CDS	1227				hypothetical protein
JS526_00676	gene	1404				
JS526_00676	CDS	1404				hypothetical protein
JS526_00677	gene	810				
JS526_00677	CDS	810				hypothetical protein
JS526_00678	gene	393				
JS526_00678	CDS	393				hypothetical protein
JS526_00679	gene	378				
JS526_00679	CDS	378				hypothetical protein
JS526_00680	gene	594				
JS526_00680	CDS	594				hypothetical protein
JS526_00681	gene	417				
JS526_00681	CDS	417				hypothetical protein
JS526_00682	gene	369				
JS526_00682	CDS	369				hypothetical protein
JS526_00683	gene	243				
JS526_00683	CDS	243				hypothetical protein
JS526_00684	gene	528				
JS526_00684	CDS	528				hypothetical protein
JS526_00685	gene	1209	intS_1			
JS526_00685	CDS	1209	intS_1		COG0582	Prophage integrase IntS
JS526_00686	gene	1362	eutB			
JS526_00686	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
JS526_00687	gene	888	eutC			
JS526_00687	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
JS526_00688	gene	660	eutL			
JS526_00688	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
JS526_00689	gene	501	eutK			
JS526_00689	CDS	501	eutK		COG4577	Ethanolamine utilization protein EutK
JS526_00690	gene	1053				
JS526_00690	CDS	1053				hypothetical protein
JS526_00691	gene	900	hemF			
JS526_00691	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
JS526_00692	gene	870	amiA			
JS526_00692	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
JS526_00693	gene	426	ypeA			
JS526_00693	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
JS526_00694	gene	450	yfeZ			
JS526_00694	CDS	450	yfeZ			Inner membrane protein YfeZ
JS526_00695	gene	576	yfeY			
JS526_00695	CDS	576	yfeY			putative protein YfeY
JS526_00696	gene	900	yfeX			
JS526_00696	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
JS526_00697	gene	1305	yfeW			
JS526_00697	CDS	1305	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
JS526_00698	gene	1425	murP			
JS526_00698	CDS	1425	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
JS526_00699	gene	897	murQ			
JS526_00699	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
JS526_00700	gene	858	murR_2			
JS526_00700	CDS	858	murR_2		COG1737	HTH-type transcriptional regulator MurR
JS526_00701	gene	792	ucpA			
JS526_00701	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
JS526_00702	gene	1017	cysP			
JS526_00702	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
JS526_00703	gene	834	cysT			
JS526_00703	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
JS526_00704	gene	876	cysW			
JS526_00704	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
JS526_00705	gene	1098	cysA			
JS526_00705	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
JS526_00706	gene	912	cysM			
JS526_00706	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
JS526_00707	gene	735				
JS526_00707	CDS	735				hypothetical protein
JS526_00708	gene	375				
JS526_00708	CDS	375				hypothetical protein
JS526_00709	gene	852	pdxK			
JS526_00709	CDS	852	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
JS526_00710	gene	510	crr			
JS526_00710	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
JS526_00711	gene	1728	ptsI			
JS526_00711	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
JS526_00712	gene	258	ptsH			
JS526_00712	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
JS526_00713	gene	972	cysK			
JS526_00713	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
JS526_00714	gene	762	cysZ			
JS526_00714	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
JS526_00715	gene	987	zipA			
JS526_00715	CDS	987	zipA		COG3115	Cell division protein ZipA
JS526_00716	gene	2016	ligA			
JS526_00716	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
JS526_00717	gene	219				
JS526_00717	CDS	219				hypothetical protein
JS526_00718	gene	999				
JS526_00718	CDS	999				hypothetical protein
JS526_00719	gene	927	cynR_1			
JS526_00719	CDS	927	cynR_1			HTH-type transcriptional regulator CynR
JS526_00720	gene	765				
JS526_00720	CDS	765				hypothetical protein
JS526_00721	gene	834	xapA			
JS526_00721	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
JS526_00722	gene	1257	xapB			
JS526_00722	CDS	1257	xapB			Xanthosine permease
JS526_00723	gene	885	hcaR_2			
JS526_00723	CDS	885	hcaR_2			Hca operon transcriptional activator HcaR
JS526_00724	gene	76				
JS526_00724	tRNA	76				tRNA-Lys(ttt)
JS526_00725	gene	76				
JS526_00725	tRNA	76				tRNA-Val(tac)
JS526_00726	gene	76				
JS526_00726	tRNA	76				tRNA-Val(tac)
JS526_00727	gene	76				
JS526_00727	tRNA	76				tRNA-Val(tac)
JS526_00728	gene	1416	gltX			
JS526_00728	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
JS526_00729	gene	372				
JS526_00729	CDS	372				hypothetical protein
JS526_00730	gene	360				
JS526_00730	CDS	360				hypothetical protein
JS526_00731	gene	76				
JS526_00731	tRNA	76				tRNA-Ala(ggc)
JS526_00732	gene	76				
JS526_00732	tRNA	76				tRNA-Ala(tgc)
JS526_00733	gene	2190	pdeA			
JS526_00733	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
JS526_00734	gene	1203	nupC			
JS526_00734	CDS	1203	nupC		COG1972	Nucleoside permease NupC
JS526_00735	gene	1239	mntH			
JS526_00735	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
JS526_00736	gene	327				
JS526_00736	CDS	327				hypothetical protein
JS526_00737	gene	1257	yfeO			
JS526_00737	CDS	1257	yfeO			Putative ion-transport protein YfeO
JS526_00738	gene	966	glk			
JS526_00738	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
JS526_00739	gene	327	fryB_1			
JS526_00739	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
JS526_00740	gene	1248	fryC			
JS526_00740	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
JS526_00741	gene	1086	ypdF			
JS526_00741	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
JS526_00742	gene	1038	ypdE			
JS526_00742	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
JS526_00743	gene	2496	fryA_1			
JS526_00743	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
JS526_00744	gene	858	rhaR_1			
JS526_00744	CDS	858	rhaR_1			HTH-type transcriptional activator RhaR
JS526_00745	gene	735	ypdB			
JS526_00745	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
JS526_00746	gene	1698	ypdA			
JS526_00746	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
JS526_00747	gene	1239	alaC			
JS526_00747	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
JS526_00748	gene	921	lpxP			
JS526_00748	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
JS526_00749	gene	243				
JS526_00749	CDS	243				hypothetical protein
JS526_00750	gene	276				
JS526_00750	CDS	276				hypothetical protein
JS526_00751	gene	636	yfdX			
JS526_00751	CDS	636	yfdX			Protein YfdX
JS526_00752	gene	1251	frc			
JS526_00752	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
JS526_00753	gene	1695	oxc			
JS526_00753	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
JS526_00754	gene	945				
JS526_00754	CDS	945				hypothetical protein
JS526_00755	gene	1146	yfdE			
JS526_00755	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
JS526_00756	gene	3594	evgS			
JS526_00756	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
JS526_00757	gene	615	evgA			
JS526_00757	CDS	615	evgA			DNA-binding transcriptional activator EvgA
JS526_00758	gene	1164	emrK			
JS526_00758	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
JS526_00759	gene	1539	emrY			
JS526_00759	CDS	1539	emrY			putative multidrug resistance protein EmrY
JS526_00760	gene	1329	dsdA			
JS526_00760	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
JS526_00761	gene	1338	dsdX			
JS526_00761	CDS	1338	dsdX		COG2610	D-serine transporter DsdX
JS526_00762	gene	936	dsdC			
JS526_00762	CDS	936	dsdC		COG0583	HTH-type transcriptional regulator DsdC
JS526_00763	gene	201	torI			
JS526_00763	CDS	201	torI			Response regulator inhibitor for tor operon
JS526_00764	gene	306				
JS526_00764	CDS	306				hypothetical protein
JS526_00765	gene	363				
JS526_00765	CDS	363				hypothetical protein
JS526_00766	gene	537				
JS526_00766	CDS	537				hypothetical protein
JS526_00767	gene	825				
JS526_00767	CDS	825				hypothetical protein
JS526_00768	gene	363				
JS526_00768	CDS	363				hypothetical protein
JS526_00769	gene	369				
JS526_00769	CDS	369				hypothetical protein
JS526_00770	gene	495				
JS526_00770	CDS	495				hypothetical protein
JS526_00771	gene	276				
JS526_00771	CDS	276				hypothetical protein
JS526_00772	gene	603				
JS526_00772	CDS	603				hypothetical protein
JS526_00773	gene	441				
JS526_00773	CDS	441				hypothetical protein
JS526_00774	gene	303	tfaE_1			
JS526_00774	CDS	303	tfaE_1			Prophage tail fiber assembly protein TfaE
JS526_00775	gene	1332				
JS526_00775	CDS	1332				hypothetical protein
JS526_00776	gene	921	yfdH			
JS526_00776	CDS	921	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
JS526_00777	gene	1158	intS_2			
JS526_00777	CDS	1158	intS_2		COG0582	Prophage integrase IntS
JS526_00778	gene	75				
JS526_00778	tRNA	75				tRNA-Arg(cct)
JS526_00779	gene	933	yfdC			
JS526_00779	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
JS526_00780	gene	756	mlaA			
JS526_00780	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
JS526_00781	gene	1059				
JS526_00781	CDS	1059				hypothetical protein
JS526_00782	gene	1341	fadL			
JS526_00782	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
JS526_00783	gene	285				
JS526_00783	CDS	285				hypothetical protein
JS526_00784	gene	1311	fadI			
JS526_00784	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
JS526_00785	gene	2145	fadJ			
JS526_00785	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
JS526_00786	gene	486	sixA			
JS526_00786	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
JS526_00787	gene	564	yfcV			
JS526_00787	CDS	564	yfcV			putative fimbrial-like protein YfcV
JS526_00788	gene	1737	papC_1			
JS526_00788	CDS	1737	papC_1		COG3188	Outer membrane usher protein PapC
JS526_00789	gene	897	papC_2			
JS526_00789	CDS	897	papC_2		COG3188	Outer membrane usher protein PapC
JS526_00790	gene	753	yfcS			
JS526_00790	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
JS526_00791	gene	513	yfcR			
JS526_00791	CDS	513	yfcR			putative fimbrial-like protein YfcR
JS526_00792	gene	489	yfcQ			
JS526_00792	CDS	489	yfcQ			putative fimbrial-like protein YfcQ
JS526_00793	gene	540	yfcP			
JS526_00793	CDS	540	yfcP			putative fimbrial-like protein YfcP
JS526_00794	gene	822	yfcO			
JS526_00794	CDS	822	yfcO			putative protein YfcO
JS526_00795	gene	552	mutS2			
JS526_00795	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
JS526_00796	gene	933	prmB			
JS526_00796	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
JS526_00797	gene	1086	aroC			
JS526_00797	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
JS526_00798	gene	825	mepA			
JS526_00798	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
JS526_00799	gene	810	yfcA			
JS526_00799	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
JS526_00800	gene	549	epmC			
JS526_00800	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
JS526_00801	gene	279				
JS526_00801	CDS	279				hypothetical protein
JS526_00802	gene	2007	mnmC			
JS526_00802	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
JS526_00803	gene	1221	fabB			
JS526_00803	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
JS526_00804	gene	1179	yfcJ			
JS526_00804	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
JS526_00805	gene	996	flk			
JS526_00805	CDS	996	flk			Flagellar regulator flk
JS526_00806	gene	1137	pdxB			
JS526_00806	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
JS526_00807	gene	1014	usg			
JS526_00807	CDS	1014	usg		COG0136	USG-1 protein
JS526_00808	gene	813	truA			
JS526_00808	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
JS526_00809	gene	660	dedA			
JS526_00809	CDS	660	dedA		COG0586	Protein DedA
JS526_00810	gene	915	accD			
JS526_00810	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
JS526_00811	gene	1269	folC			
JS526_00811	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
JS526_00812	gene	663	dedD			
JS526_00812	CDS	663	dedD			Cell division protein DedD
JS526_00813	gene	489	cvpA			
JS526_00813	CDS	489	cvpA		COG1286	Colicin V production protein
JS526_00814	gene	1518	purF			
JS526_00814	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
JS526_00815	gene	570	ubiX			
JS526_00815	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
JS526_00816	gene	783	argT			
JS526_00816	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
JS526_00817	gene	783	hisJ			
JS526_00817	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
JS526_00818	gene	687	hisQ			
JS526_00818	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
JS526_00819	gene	717	hisM			
JS526_00819	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
JS526_00820	gene	774	hisP			
JS526_00820	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
JS526_00821	gene	891				
JS526_00821	CDS	891				ISNCY family transposase ISSen7
JS526_00822	gene	894				
JS526_00822	CDS	894				Epimerase family protein
JS526_00823	gene	363	folX			
JS526_00823	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
JS526_00824	gene	648	yfcG			
JS526_00824	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
JS526_00825	gene	645	yfcF			
JS526_00825	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
JS526_00826	gene	552	yfcE			
JS526_00826	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
JS526_00827	gene	543	yfcD			
JS526_00827	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
JS526_00828	gene	1479				
JS526_00828	CDS	1479				hypothetical protein
JS526_00829	gene	2145	pta			
JS526_00829	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
JS526_00830	gene	1203	ackA			
JS526_00830	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
JS526_00831	gene	456				
JS526_00831	CDS	456				hypothetical protein
JS526_00832	gene	495				
JS526_00832	CDS	495				hypothetical protein
JS526_00833	gene	651	hxpA			
JS526_00833	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
JS526_00834	gene	1833				
JS526_00834	CDS	1833				hypothetical protein
JS526_00835	gene	600	yfbR			
JS526_00835	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
JS526_00836	gene	1218	alaA			
JS526_00836	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
JS526_00837	gene	939	hdfR_1			
JS526_00837	CDS	939	hdfR_1			HTH-type transcriptional regulator HdfR
JS526_00838	gene	165				
JS526_00838	CDS	165				hypothetical protein
JS526_00839	gene	444	ndhC			
JS526_00839	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
JS526_00840	gene	663	nuoB			
JS526_00840	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
JS526_00841	gene	1803	nuoC			
JS526_00841	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
JS526_00842	gene	501	nuoE			
JS526_00842	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
JS526_00843	gene	1338	nuoF			
JS526_00843	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
JS526_00844	gene	2727	nuoG			
JS526_00844	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
JS526_00845	gene	978	nuoH			
JS526_00845	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
JS526_00846	gene	543	nuoI			
JS526_00846	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
JS526_00847	gene	555	nuoJ			
JS526_00847	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
JS526_00848	gene	303	nuoK			
JS526_00848	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
JS526_00849	gene	1842	nuoL_2			
JS526_00849	CDS	1842	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
JS526_00850	gene	1530	nuoM			
JS526_00850	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
JS526_00851	gene	1458	nuoN			
JS526_00851	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
JS526_00852	gene	849				
JS526_00852	CDS	849				hypothetical protein
JS526_00853	gene	423				
JS526_00853	CDS	423				hypothetical protein
JS526_00854	gene	717				
JS526_00854	CDS	717				hypothetical protein
JS526_00855	gene	504	yfbM			
JS526_00855	CDS	504	yfbM			Protein YfbM
JS526_00856	gene	972				
JS526_00856	CDS	972				hypothetical protein
JS526_00857	gene	1728				
JS526_00857	CDS	1728				hypothetical protein
JS526_00858	gene	1209	elaD			
JS526_00858	CDS	1209	elaD	3.4.22.-		Protease ElaD
JS526_00859	gene	918	rbn			
JS526_00859	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
JS526_00860	gene	462	elaA			
JS526_00860	CDS	462	elaA		COG2153	Protein ElaA
JS526_00861	gene	306	elaB			
JS526_00861	CDS	306	elaB		COG4575	Protein ElaB
JS526_00862	gene	1296	menF			
JS526_00862	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
JS526_00863	gene	1671	menD			
JS526_00863	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
JS526_00864	gene	759	menH			
JS526_00864	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JS526_00865	gene	858	menB			
JS526_00865	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
JS526_00866	gene	963	menC			
JS526_00866	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
JS526_00867	gene	1356	menE			
JS526_00867	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
JS526_00868	gene	267	pmrD			
JS526_00868	CDS	267	pmrD			Signal transduction protein PmrD
JS526_00869	gene	387	arnF			
JS526_00869	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
JS526_00870	gene	336	arnE			
JS526_00870	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
JS526_00871	gene	1653	arnT			
JS526_00871	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
JS526_00872	gene	891	arnD			
JS526_00872	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
JS526_00873	gene	1983	arnA			
JS526_00873	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
JS526_00874	gene	969	arnC_1			
JS526_00874	CDS	969	arnC_1	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JS526_00875	gene	1158	arnB			
JS526_00875	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
JS526_00876	gene	603	ais			
JS526_00876	CDS	603	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
JS526_00877	gene	426	nudI			
JS526_00877	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
JS526_00878	gene	543				
JS526_00878	CDS	543				hypothetical protein
JS526_00879	gene	1203	pncC_2			
JS526_00879	CDS	1203	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
JS526_00880	gene	783	rhmR			
JS526_00880	CDS	783	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
JS526_00881	gene	1206	rhmD			
JS526_00881	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
JS526_00882	gene	1290	rhmT			
JS526_00882	CDS	1290	rhmT			Inner membrane transport protein RhmT
JS526_00883	gene	804	rhmA			
JS526_00883	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
JS526_00884	gene	186				
JS526_00884	CDS	186				hypothetical protein
JS526_00885	gene	900				
JS526_00885	CDS	900				ISNCY family transposase ISSen7
JS526_00886	gene	1191	glpC			
JS526_00886	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
JS526_00887	gene	1260	glpB			
JS526_00887	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
JS526_00888	gene	1629	glpA			
JS526_00888	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
JS526_00889	gene	1359	glpT			
JS526_00889	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
JS526_00890	gene	1077	glpQ			
JS526_00890	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
JS526_00891	gene	207				
JS526_00891	CDS	207				hypothetical protein
JS526_00892	gene	651	inaA			
JS526_00892	CDS	651	inaA			Protein InaA
JS526_00893	gene	255				
JS526_00893	CDS	255				hypothetical protein
JS526_00894	gene	1131	nrdB			
JS526_00894	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
JS526_00895	gene	2286	nrdA			
JS526_00895	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
JS526_00896	gene	3753	yfaL			
JS526_00896	CDS	3753	yfaL		COG3468	putative autotransporter YfaL
JS526_00897	gene	723	ubiG			
JS526_00897	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
JS526_00898	gene	2628	gyrA			
JS526_00898	CDS	2628	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
JS526_00899	gene	1689				
JS526_00899	CDS	1689				hypothetical protein
JS526_00900	gene	624				
JS526_00900	CDS	624				hypothetical protein
JS526_00901	gene	3894				
JS526_00901	CDS	3894				hypothetical protein
JS526_00902	gene	486				
JS526_00902	CDS	486				hypothetical protein
JS526_00903	gene	1650				
JS526_00903	CDS	1650				hypothetical protein
JS526_00904	gene	777				
